gender,seniorcitizen,partner,dependents,tenure,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,contract,paperlessbilling,paymentmethod,monthlycharges,churn,servicephone,streaming
female,0,yes,no,47,no,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.65,no,yes,no
female,0,yes,no,3,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.85,no,yes,no
male,0,no,no,3,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.65,no,yes,no
male,1,yes,no,44,no,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.35,no,yes,no
female,0,no,no,1,dsl,no,no,no,no,month-to-month,yes,mailed check,44.0,no,yes,no
female,0,yes,yes,44,fiber optic,no,yes,yes,no,one year,no,electronic check,94.4,no,yes,no
male,0,yes,yes,5,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),25.9,yes,yes,no
male,0,no,no,24,dsl,yes,no,no,no,month-to-month,yes,bank transfer (automatic),55.65,yes,yes,no
female,0,no,yes,1,fiber optic,no,no,no,no,month-to-month,yes,electronic check,69.65,yes,yes,no
female,0,no,no,18,fiber optic,yes,no,no,no,month-to-month,yes,electronic check,75.4,no,yes,no
female,0,no,no,10,fiber optic,no,no,yes,no,month-to-month,yes,electronic check,100.6,yes,yes,yes
female,0,yes,no,65,dsl,yes,yes,yes,no,two year,no,bank transfer (automatic),71.0,no,yes,no
female,1,no,no,1,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,86.0,yes,yes,no
female,0,no,no,53,fiber optic,yes,no,yes,no,one year,yes,credit card (automatic),106.95,yes,yes,yes
male,0,no,no,3,no,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,21.2,no,yes,no
male,0,yes,no,33,dsl,yes,yes,no,yes,two year,yes,mailed check,61.05,no,yes,no
male,0,no,no,3,dsl,no,yes,no,no,month-to-month,yes,electronic check,29.6,yes,no,no
female,0,no,no,34,dsl,yes,no,yes,yes,one year,yes,bank transfer (automatic),79.95,no,yes,yes
female,0,yes,yes,14,no,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.7,no,yes,no
female,0,no,no,13,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.3,no,yes,no
male,1,yes,no,46,dsl,no,yes,yes,yes,one year,yes,bank transfer (automatic),59.9,yes,no,yes
male,0,yes,yes,23,no,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,24.35,no,yes,no
female,0,yes,yes,47,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.75,no,yes,no
male,0,no,yes,17,dsl,yes,no,no,no,month-to-month,yes,mailed check,50.3,no,yes,no
female,0,yes,yes,49,fiber optic,no,no,no,no,month-to-month,yes,electronic check,95.6,yes,yes,yes
male,1,yes,no,59,dsl,no,yes,no,no,month-to-month,yes,electronic check,50.25,no,no,yes
female,0,no,no,69,dsl,yes,no,yes,yes,two year,yes,credit card (automatic),85.35,no,yes,yes
male,0,no,no,11,dsl,no,no,yes,no,one year,yes,electronic check,41.6,yes,no,yes
male,0,no,no,10,dsl,yes,no,no,no,month-to-month,yes,mailed check,51.65,no,yes,no
male,0,yes,yes,12,no,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),24.0,no,yes,no
male,0,no,no,45,fiber optic,no,yes,no,no,month-to-month,yes,credit card (automatic),100.85,yes,yes,yes
female,0,yes,yes,39,dsl,no,no,yes,no,month-to-month,yes,mailed check,59.85,no,yes,yes
male,1,yes,no,71,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.45,no,yes,no
male,0,yes,yes,71,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),23.9,no,yes,no
female,0,yes,yes,33,no,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),24.15,no,yes,no
male,1,no,no,67,fiber optic,no,no,no,no,month-to-month,yes,mailed check,75.7,no,yes,no
male,0,yes,yes,37,dsl,yes,yes,yes,no,month-to-month,no,bank transfer (automatic),40.2,yes,no,no
male,0,yes,yes,49,fiber optic,no,no,no,no,month-to-month,no,electronic check,84.5,yes,yes,yes
female,0,yes,no,9,dsl,no,yes,no,no,month-to-month,no,mailed check,50.85,no,yes,no
male,0,yes,no,52,fiber optic,yes,no,yes,yes,two year,yes,credit card (automatic),91.6,no,yes,no
female,0,no,no,70,fiber optic,no,yes,no,no,one year,no,electronic check,98.9,no,yes,yes
male,0,no,no,1,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,85.0,no,yes,no
female,1,no,no,14,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,78.95,yes,yes,no
male,0,no,no,1,dsl,no,no,no,no,month-to-month,yes,mailed check,44.3,no,yes,no
male,0,no,no,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.2,yes,yes,no
female,0,no,no,52,fiber optic,no,yes,no,no,one year,yes,mailed check,80.2,no,yes,no
male,0,no,no,6,dsl,no,no,yes,no,month-to-month,no,mailed check,60.9,no,yes,yes
male,0,yes,no,7,dsl,yes,yes,no,no,month-to-month,no,mailed check,34.2,no,no,no
female,1,no,no,47,fiber optic,no,yes,yes,no,month-to-month,yes,bank transfer (automatic),85.2,yes,yes,no
female,0,no,no,26,fiber optic,yes,no,yes,yes,one year,yes,credit card (automatic),87.15,no,yes,no
male,0,yes,yes,25,dsl,yes,no,no,yes,month-to-month,no,electronic check,54.3,no,yes,no
male,0,no,no,69,no,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.1,no,yes,no
female,0,no,no,72,fiber optic,yes,yes,yes,yes,two year,yes,credit card (automatic),112.75,no,yes,yes
male,0,no,no,4,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.95,no,yes,no
male,0,yes,yes,59,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.5,no,yes,no
male,0,no,no,67,dsl,yes,no,yes,no,two year,no,bank transfer (automatic),65.55,no,yes,no
female,1,no,no,26,fiber optic,no,no,no,no,month-to-month,yes,electronic check,78.8,no,yes,no
female,0,no,no,27,dsl,no,yes,yes,yes,one year,no,mailed check,78.2,no,yes,yes
male,0,yes,yes,72,fiber optic,yes,no,yes,no,two year,no,bank transfer (automatic),105.25,no,yes,yes
female,0,no,no,6,fiber optic,no,no,yes,yes,month-to-month,yes,electronic check,89.25,no,yes,no
male,0,yes,yes,62,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.65,no,yes,no
male,0,no,no,20,dsl,no,yes,no,yes,one year,yes,electronic check,68.7,no,yes,yes
male,0,no,no,6,dsl,yes,no,yes,yes,month-to-month,no,credit card (automatic),78.65,no,yes,yes
male,0,no,no,51,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.75,no,yes,no
female,0,yes,yes,61,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.75,no,yes,no
male,1,yes,no,62,fiber optic,yes,yes,yes,no,month-to-month,yes,electronic check,89.1,no,yes,no
female,0,no,no,72,fiber optic,yes,no,no,yes,two year,yes,bank transfer (automatic),84.7,no,yes,no
male,1,yes,no,13,fiber optic,no,yes,yes,no,month-to-month,yes,electronic check,98.0,yes,yes,yes
male,0,yes,no,5,fiber optic,no,no,yes,no,month-to-month,yes,electronic check,94.45,yes,yes,yes
male,1,no,no,3,fiber optic,no,yes,yes,no,month-to-month,yes,electronic check,105.0,yes,yes,yes
female,1,yes,no,26,fiber optic,no,yes,yes,no,month-to-month,yes,electronic check,93.85,yes,yes,no
male,1,no,no,13,dsl,no,yes,no,no,month-to-month,yes,electronic check,59.9,no,yes,yes
female,0,yes,yes,38,no,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.95,no,yes,no
female,1,yes,no,8,fiber optic,no,no,no,no,month-to-month,yes,electronic check,84.0,yes,yes,no
male,1,yes,yes,34,fiber optic,no,yes,yes,yes,month-to-month,yes,electronic check,108.9,no,yes,yes
male,0,no,no,18,dsl,yes,no,yes,no,month-to-month,no,mailed check,33.6,no,no,no
male,0,yes,yes,56,fiber optic,no,yes,yes,yes,one year,yes,mailed check,85.85,no,yes,no
female,0,no,no,36,dsl,no,yes,no,yes,month-to-month,yes,bank transfer (automatic),34.85,no,no,no
female,0,yes,no,9,dsl,no,no,yes,no,month-to-month,yes,electronic check,48.75,yes,no,yes
male,0,no,no,1,fiber optic,no,no,yes,no,month-to-month,yes,electronic check,84.85,yes,yes,yes
male,0,no,no,12,dsl,yes,no,no,yes,month-to-month,no,mailed check,56.65,yes,yes,no
female,1,yes,yes,57,fiber optic,no,yes,yes,yes,month-to-month,yes,credit card (automatic),95.3,no,yes,yes
female,0,no,no,42,dsl,yes,yes,yes,yes,one year,no,credit card (automatic),73.9,yes,yes,no
female,0,yes,yes,33,no,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,24.5,yes,yes,no
male,0,yes,no,70,fiber optic,yes,yes,no,yes,two year,no,bank transfer (automatic),84.6,no,yes,no
female,0,no,no,68,dsl,no,yes,no,yes,month-to-month,no,electronic check,44.95,no,no,no
male,0,no,yes,1,dsl,no,no,no,no,month-to-month,yes,electronic check,24.7,no,no,no
female,0,no,no,37,fiber optic,no,no,no,yes,month-to-month,no,credit card (automatic),100.3,no,yes,yes
female,0,no,yes,4,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,25.45,no,yes,no
male,0,no,no,1,dsl,yes,no,no,no,month-to-month,yes,mailed check,50.7,no,yes,no
male,0,no,no,20,dsl,yes,yes,yes,yes,month-to-month,yes,credit card (automatic),55.0,no,no,yes
male,0,yes,yes,72,dsl,yes,yes,no,yes,two year,no,bank transfer (automatic),68.4,no,yes,yes
female,0,no,no,31,fiber optic,no,no,yes,no,month-to-month,yes,electronic check,89.9,yes,yes,no
male,1,yes,no,18,fiber optic,no,no,no,no,month-to-month,no,electronic check,78.55,yes,yes,no
male,0,yes,no,11,dsl,no,no,no,no,month-to-month,yes,bank transfer (automatic),55.05,no,yes,yes
female,0,yes,yes,33,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.8,no,yes,no
female,1,no,no,62,fiber optic,no,no,no,no,one year,no,electronic check,84.45,no,yes,yes
female,0,no,no,1,dsl,no,no,yes,yes,month-to-month,no,mailed check,35.9,no,no,no
male,0,yes,no,16,fiber optic,yes,yes,no,no,month-to-month,no,bank transfer (automatic),80.75,no,yes,no
male,0,yes,yes,22,dsl,no,no,yes,yes,one year,yes,mailed check,78.65,no,yes,yes
female,0,yes,yes,49,dsl,yes,no,yes,yes,month-to-month,no,bank transfer (automatic),61.75,no,yes,no
male,0,yes,yes,36,dsl,yes,no,yes,no,one year,yes,credit card (automatic),63.7,no,yes,no
male,0,yes,no,42,fiber optic,no,yes,yes,yes,month-to-month,yes,electronic check,99.45,yes,yes,no
male,1,no,no,4,dsl,no,no,no,no,month-to-month,yes,bank transfer (automatic),25.2,yes,no,no
female,0,no,no,12,dsl,no,no,no,yes,one year,no,mailed check,74.05,yes,yes,yes
female,0,no,no,31,fiber optic,yes,no,yes,yes,month-to-month,no,electronic check,87.6,no,yes,no
male,0,yes,no,5,fiber optic,yes,no,no,no,month-to-month,yes,electronic check,89.15,no,yes,no
male,0,yes,yes,66,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.0,no,yes,no
female,1,no,no,15,dsl,no,no,no,yes,month-to-month,no,credit card (automatic),55.0,yes,yes,no
male,0,no,no,64,fiber optic,no,yes,yes,no,two year,yes,bank transfer (automatic),104.4,no,yes,yes
male,0,yes,yes,10,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),20.05,no,yes,no
male,0,yes,yes,7,fiber optic,no,yes,no,yes,month-to-month,yes,electronic check,89.75,yes,yes,yes
male,0,no,no,29,dsl,no,yes,no,yes,month-to-month,no,electronic check,34.3,no,no,no
male,0,no,no,57,no,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.65,no,yes,no
female,0,no,no,46,fiber optic,yes,yes,no,no,month-to-month,no,mailed check,84.25,no,yes,no
male,0,no,no,53,no,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.65,no,yes,no
female,0,no,no,17,dsl,yes,yes,no,yes,one year,no,credit card (automatic),79.85,no,yes,yes
female,0,yes,yes,38,no,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,20.2,no,yes,no
male,0,no,no,15,no,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.8,no,yes,no
female,0,no,no,22,dsl,no,yes,no,no,month-to-month,yes,electronic check,50.35,no,no,yes
male,0,yes,no,14,fiber optic,no,no,no,no,month-to-month,yes,electronic check,85.15,yes,yes,no
female,0,yes,no,57,dsl,no,yes,yes,yes,one year,no,bank transfer (automatic),74.6,no,yes,yes
male,1,no,no,11,fiber optic,no,no,no,no,month-to-month,yes,credit card (automatic),79.15,no,yes,no
female,0,yes,yes,1,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.35,no,yes,no
male,0,yes,yes,12,no,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),21.05,no,yes,no
male,1,yes,no,3,fiber optic,no,no,no,no,month-to-month,yes,electronic check,94.6,yes,yes,yes
male,0,no,yes,36,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,94.7,no,yes,yes
male,0,no,no,16,fiber optic,yes,no,no,no,month-to-month,yes,electronic check,94.25,yes,yes,yes
male,0,yes,yes,65,dsl,yes,yes,yes,no,one year,no,credit card (automatic),72.45,yes,yes,no
male,0,no,no,2,fiber optic,no,yes,no,no,month-to-month,no,electronic check,74.95,no,yes,no
female,0,no,no,42,fiber optic,yes,no,yes,no,month-to-month,yes,electronic check,105.2,yes,yes,yes
male,0,yes,yes,72,fiber optic,yes,yes,yes,yes,two year,no,bank transfer (automatic),111.95,no,yes,yes
male,0,no,no,62,no,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.85,no,yes,no
female,0,no,no,6,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,89.75,no,yes,yes
male,0,yes,no,48,no,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,20.05,no,yes,no
male,0,no,no,35,fiber optic,yes,no,yes,yes,two year,yes,electronic check,108.95,no,yes,yes
male,0,no,yes,52,no,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.65,no,yes,no
female,0,no,no,1,dsl,no,no,no,no,month-to-month,yes,mailed check,24.9,no,no,no
male,0,yes,no,6,fiber optic,no,no,no,no,month-to-month,yes,electronic check,82.85,yes,yes,yes
female,0,yes,no,71,dsl,yes,yes,yes,yes,two year,no,credit card (automatic),93.2,no,yes,yes
female,0,yes,yes,67,fiber optic,yes,yes,yes,no,one year,no,bank transfer (automatic),84.8,no,yes,no
male,1,no,no,60,dsl,yes,yes,no,no,one year,yes,electronic check,71.75,no,yes,no
male,0,yes,yes,23,dsl,no,no,no,yes,month-to-month,yes,bank transfer (automatic),30.35,no,no,no
male,0,no,yes,39,dsl,no,no,yes,yes,one year,no,bank transfer (automatic),54.85,no,no,yes
male,0,yes,yes,15,no,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,19.5,no,yes,no
male,1,yes,no,53,fiber optic,no,yes,yes,no,month-to-month,yes,electronic check,103.85,yes,yes,yes
male,0,yes,yes,24,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.2,no,yes,no
female,0,yes,yes,37,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.35,no,yes,no
female,0,yes,yes,5,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,83.6,yes,yes,no
female,1,yes,no,50,fiber optic,no,no,no,yes,one year,yes,electronic check,100.65,no,yes,yes
female,0,no,no,54,fiber optic,no,no,yes,no,one year,yes,credit card (automatic),94.1,no,yes,yes
female,0,no,no,3,fiber optic,yes,no,no,no,month-to-month,yes,electronic check,74.55,no,yes,no
male,0,no,no,68,fiber optic,no,yes,yes,yes,one year,no,electronic check,108.45,yes,yes,yes
male,0,no,no,5,dsl,no,no,yes,yes,month-to-month,no,electronic check,56.15,no,yes,no
male,0,no,no,33,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.35,no,yes,no
female,0,no,no,41,dsl,no,yes,yes,no,one year,yes,electronic check,80.55,no,yes,yes
female,0,yes,yes,34,dsl,yes,no,yes,yes,one year,no,mailed check,61.25,no,no,yes
female,0,yes,yes,13,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.45,no,yes,no
female,0,no,no,20,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),18.9,no,yes,no
female,1,no,no,51,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.6,no,yes,no
female,0,yes,no,3,fiber optic,no,yes,no,no,month-to-month,yes,credit card (automatic),91.5,yes,yes,no
female,0,no,yes,41,dsl,no,no,no,no,month-to-month,no,bank transfer (automatic),45.2,no,yes,no
female,0,no,no,13,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),19.45,no,yes,no
male,0,yes,yes,35,no,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),25.45,no,yes,no
male,0,yes,no,12,fiber optic,yes,no,no,yes,month-to-month,no,bank transfer (automatic),80.85,yes,yes,no
male,0,no,no,4,fiber optic,yes,yes,no,yes,month-to-month,yes,mailed check,94.9,no,yes,no
female,0,no,no,43,dsl,no,no,yes,no,month-to-month,yes,bank transfer (automatic),49.05,yes,no,yes
female,1,yes,yes,12,dsl,no,no,no,yes,month-to-month,yes,mailed check,29.3,no,no,no
male,1,yes,no,68,fiber optic,no,yes,yes,no,month-to-month,yes,electronic check,105.3,yes,yes,yes
male,1,no,no,25,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,88.95,yes,yes,yes
female,0,no,no,7,no,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.25,no,yes,no
male,1,yes,no,66,fiber optic,no,yes,yes,yes,one year,yes,electronic check,110.85,yes,yes,yes
female,0,yes,no,53,fiber optic,yes,yes,yes,yes,one year,no,electronic check,110.5,no,yes,yes
male,1,no,no,63,fiber optic,yes,yes,yes,no,month-to-month,yes,bank transfer (automatic),109.4,no,yes,yes
female,0,yes,yes,70,fiber optic,yes,yes,yes,yes,two year,yes,bank transfer (automatic),114.2,yes,yes,yes
male,1,yes,no,27,dsl,no,no,no,no,month-to-month,no,bank transfer (automatic),36.5,yes,no,no
female,0,no,no,1,fiber optic,no,no,no,no,month-to-month,no,mailed check,70.75,yes,yes,no
female,0,no,no,5,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.95,no,yes,no
female,1,yes,no,37,no,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.6,no,yes,no
male,0,no,no,3,dsl,no,no,yes,no,month-to-month,yes,mailed check,40.15,yes,no,yes
female,0,no,yes,12,fiber optic,no,no,no,no,month-to-month,yes,electronic check,76.6,no,yes,no
female,0,yes,yes,38,no,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.6,no,yes,no
female,0,no,no,9,fiber optic,no,no,yes,no,month-to-month,yes,credit card (automatic),85.3,no,yes,no
male,0,yes,no,13,dsl,yes,no,no,no,month-to-month,yes,electronic check,65.85,no,yes,no
male,1,yes,no,29,fiber optic,no,no,no,no,month-to-month,yes,electronic check,94.45,yes,yes,yes
female,0,yes,yes,47,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.05,no,yes,no
male,0,yes,no,61,fiber optic,yes,no,yes,yes,month-to-month,no,bank transfer (automatic),99.4,no,yes,yes
male,0,no,no,16,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.0,no,yes,no
female,0,yes,yes,41,dsl,yes,yes,no,yes,two year,no,electronic check,78.45,no,yes,yes
female,0,no,yes,43,no,no internet service,no internet service,no internet service,no internet service,two year,yes,electronic check,25.1,no,yes,no
female,0,yes,yes,36,fiber optic,no,yes,yes,no,month-to-month,yes,bank transfer (automatic),97.35,yes,yes,yes
female,0,no,no,6,dsl,no,no,no,no,month-to-month,yes,electronic check,55.0,no,yes,no
female,0,no,no,58,dsl,yes,yes,yes,yes,one year,yes,credit card (automatic),71.1,no,yes,no
male,0,no,no,19,dsl,no,no,no,yes,month-to-month,yes,credit card (automatic),61.55,no,yes,yes
male,0,yes,no,11,dsl,no,no,no,no,month-to-month,yes,bank transfer (automatic),45.9,no,yes,no
female,0,no,no,39,dsl,yes,yes,no,yes,one year,yes,bank transfer (automatic),40.3,no,no,no
female,1,no,no,8,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,87.1,no,yes,yes
female,0,no,yes,26,dsl,no,no,no,no,month-to-month,yes,mailed check,49.5,no,yes,no
female,1,no,no,53,fiber optic,no,yes,no,no,month-to-month,yes,credit card (automatic),73.8,no,yes,no
female,0,yes,yes,70,no,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.2,no,yes,no
male,0,no,no,1,dsl,no,no,no,no,month-to-month,yes,mailed check,45.3,yes,no,yes
male,0,no,no,59,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.0,no,yes,no
male,0,no,no,2,fiber optic,no,no,yes,no,month-to-month,no,electronic check,94.95,yes,yes,yes
male,0,no,no,7,dsl,yes,no,yes,no,one year,no,mailed check,35.3,no,no,no
female,0,no,yes,12,dsl,no,no,no,no,month-to-month,yes,electronic check,44.55,yes,yes,no
male,0,yes,yes,59,dsl,no,yes,yes,yes,one year,no,credit card (automatic),76.75,no,yes,yes
male,0,yes,yes,61,dsl,no,no,yes,yes,two year,yes,bank transfer (automatic),81.0,no,yes,yes
male,0,yes,yes,72,fiber optic,yes,no,yes,no,two year,yes,bank transfer (automatic),105.55,no,yes,yes
female,0,yes,yes,13,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,18.8,no,yes,no
female,0,yes,yes,64,no,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,24.9,no,yes,no
male,0,yes,no,1,dsl,no,no,no,no,month-to-month,yes,electronic check,23.45,yes,no,no
female,0,no,no,10,dsl,no,yes,no,yes,one year,no,mailed check,64.9,no,yes,no
female,0,yes,yes,65,dsl,yes,yes,yes,no,one year,no,bank transfer (automatic),61.35,no,yes,no
female,0,yes,no,62,fiber optic,yes,yes,yes,yes,two year,no,mailed check,113.95,no,yes,yes
female,0,yes,no,55,dsl,yes,yes,yes,yes,one year,yes,electronic check,90.15,no,yes,yes
female,0,yes,no,25,dsl,no,yes,no,no,month-to-month,no,electronic check,54.1,no,yes,no
male,0,no,no,1,dsl,yes,no,no,no,month-to-month,no,mailed check,29.7,yes,no,no
male,0,no,no,1,dsl,yes,no,no,no,month-to-month,yes,credit card (automatic),49.8,no,yes,no
female,0,yes,no,59,fiber optic,no,yes,no,no,month-to-month,no,electronic check,101.1,yes,yes,yes
male,1,yes,yes,64,no,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),24.4,no,yes,no
male,0,yes,no,36,fiber optic,no,no,no,no,month-to-month,yes,bank transfer (automatic),95.0,no,yes,yes
female,0,no,no,3,dsl,no,no,no,no,month-to-month,yes,mailed check,50.65,yes,yes,no
male,0,yes,no,61,dsl,yes,no,yes,no,two year,yes,mailed check,69.9,no,yes,no
male,0,no,yes,26,dsl,no,yes,no,no,one year,yes,bank transfer (automatic),39.95,no,no,yes
female,0,no,no,1,dsl,no,no,no,no,month-to-month,yes,electronic check,55.4,yes,yes,no
female,1,yes,no,1,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,90.6,yes,yes,yes
male,0,yes,yes,68,fiber optic,yes,yes,yes,no,two year,yes,credit card (automatic),103.25,no,yes,yes
male,1,yes,no,2,fiber optic,no,no,no,no,month-to-month,yes,mailed check,86.85,yes,yes,yes
female,0,yes,no,72,fiber optic,yes,yes,yes,yes,two year,yes,bank transfer (automatic),94.25,no,yes,no
female,0,yes,no,71,dsl,no,no,yes,yes,two year,yes,electronic check,47.05,no,no,no
male,0,no,no,57,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.55,no,yes,no
male,0,no,no,4,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.65,no,yes,no
female,1,no,no,1,fiber optic,no,no,no,no,month-to-month,yes,electronic check,70.2,no,yes,no
male,0,yes,yes,72,dsl,yes,yes,yes,yes,two year,no,credit card (automatic),81.0,no,yes,no
male,0,yes,yes,21,dsl,yes,no,no,no,one year,yes,bank transfer (automatic),75.9,no,yes,yes
female,0,yes,yes,71,no,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.7,no,yes,no
female,1,yes,no,29,fiber optic,no,no,yes,no,month-to-month,yes,bank transfer (automatic),99.05,yes,yes,yes
female,1,no,no,69,fiber optic,yes,no,yes,yes,two year,no,credit card (automatic),110.25,no,yes,yes
female,0,yes,no,64,dsl,yes,no,yes,yes,two year,yes,credit card (automatic),85.0,no,yes,yes
male,0,no,no,16,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),19.75,no,yes,no
female,0,no,no,4,no,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,23.9,no,yes,no
female,0,no,no,52,fiber optic,yes,yes,no,yes,one year,yes,credit card (automatic),111.25,yes,yes,yes
male,0,no,no,2,dsl,yes,no,yes,no,month-to-month,yes,mailed check,55.1,yes,yes,no
male,0,no,no,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.95,no,yes,no
male,0,no,no,18,dsl,no,no,no,no,month-to-month,no,mailed check,25.15,no,no,no
female,0,no,no,2,dsl,no,yes,no,no,month-to-month,no,mailed check,54.15,no,yes,no
female,0,yes,no,19,dsl,no,yes,no,no,month-to-month,yes,mailed check,59.8,no,yes,no
female,0,no,no,40,fiber optic,no,no,no,no,month-to-month,no,bank transfer (automatic),83.85,no,yes,no
female,1,yes,yes,66,fiber optic,no,yes,yes,no,one year,yes,electronic check,104.9,no,yes,yes
male,0,no,no,21,fiber optic,no,no,no,no,month-to-month,no,mailed check,75.3,no,yes,no
male,0,no,no,8,dsl,no,yes,no,yes,month-to-month,yes,electronic check,66.65,no,yes,yes
female,0,yes,yes,72,fiber optic,yes,yes,yes,yes,two year,yes,credit card (automatic),109.5,no,yes,yes
female,0,no,no,48,dsl,no,yes,yes,yes,one year,yes,bank transfer (automatic),73.85,no,yes,yes
male,0,no,no,69,no,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),19.3,no,yes,no
male,0,no,no,72,fiber optic,yes,yes,yes,yes,two year,yes,electronic check,118.2,no,yes,yes
female,0,no,no,14,dsl,no,yes,no,no,one year,no,credit card (automatic),51.45,no,yes,no
male,0,no,no,6,dsl,no,yes,no,no,month-to-month,no,electronic check,59.45,no,yes,yes
female,0,yes,yes,8,no,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.5,no,yes,no
female,0,no,no,17,no,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.55,no,yes,no
male,0,no,no,65,fiber optic,yes,no,no,yes,one year,no,electronic check,93.55,no,yes,no
female,0,yes,yes,57,dsl,yes,no,yes,yes,one year,yes,mailed check,59.3,no,yes,no
male,0,yes,no,13,fiber optic,no,no,yes,no,month-to-month,yes,credit card (automatic),102.25,yes,yes,yes
male,1,no,no,19,fiber optic,no,no,yes,no,month-to-month,yes,credit card (automatic),95.9,yes,yes,yes
female,0,yes,no,56,fiber optic,yes,yes,yes,no,one year,no,bank transfer (automatic),109.8,no,yes,yes
